date,info by,author_name,author_location,type of review,title,rated,time_posted,paragraph,date_of_experience,reply_author,reply_date,reply_paragraph
2024-09-12 19:29:09,Info for Andrea Johnston,Andrea Johnston,US,Verified,The entire process to get hormones is…,5.0,2024-08-12T01:30:54.000Z,The entire process to get hormones is made very easy,11 August 2024,Reply from By Winona,2024-08-12T13:00:22.000Z,"We are thrilled to hear you found the process of obtaining your HRT so easy, Andrea!We strive to make our services as convenient and straightforward as possible for our patients because we know that your time is valuable and scarce!Thank you for sharing your positive experience with us!"
2024-09-12 19:29:09,Info for customer,customer,US,Verified,No more hot flashes!!,5.0,2024-08-23T00:57:13.000Z,Wonderful professional people! Quick responses from doctors who listen.,22 August 2024,Reply from By Winona,2024-08-23T12:46:42.000Z,"Listening is what we do best, customer!Women have historically been dismissed or chastised for giving a voice to their menopause symptoms, but we want you to shout about them from the rooftop!There is no reason to suffer, and we strive every day to let women know that we can help!We are committed to providing our patients with the best possible care in a professional, caring, and safe environment. We are so glad to hear that you have had a positive experience with our team, and we appreciate your 5-star rating!"
2024-09-12 19:29:09,Info for Marti McMahon,Marti McMahon,US,Verified,Very easy process,5.0,2024-08-24T15:33:36.000Z,"Very easy process. So far, so good. 10-weeks in and I’m still excited about it.",24 August 2024,Reply from By Winona,2024-08-26T09:48:00.000Z,We are thrilled to hear about your positive experience so far Marti. We appreciate your kind words and are glad you're enjoying the process.Thank you for 5 stars!
2024-09-12 19:29:10,Info for Rashelle Phillips,Rashelle Phillips,US,Verified,Great,5.0,2024-08-31T19:22:25.000Z,They message me when I have a ?.  And send my stuff out fast.,24 August 2024,Reply from By Winona,2024-09-02T18:00:06.000Z,We work hard to answer every question quickly and efficiently! Our pharmacy team works as quickly as possible to fill all prescriptions and get them shipped fast! Thank you for your review! We appreciate the 5 stars!
2024-09-12 19:29:10,Info for Sylvia Christina,Sylvia Christina,US,Verified,Everything is getting better day by…,4.0,2024-08-13T19:39:17.000Z,Everything is getting better day by day! Really a life changing thing!,05 August 2024,Reply from By Winona,2024-08-14T12:23:05.000Z,"Keep going, Sylvia!HRT works best if taken consistently over time, so we are happy to see that you are making positive progress daily!You deserve to feel your best during this phase of your life, and we are committed to providing you with the best possible experience!"
2024-09-12 19:29:10,Info for L. Moore,L. Moore,US,Verified,Wonderful,5.0,2024-08-15T16:49:50.000Z,Very easy to use and gain information.,07 August 2024,Reply from By Winona,2024-08-16T10:28:04.000Z,Thank you for your kind words! We’re so glad to hear that you found everything easy to use and that the information was helpful. Making things simple and accessible is what we strive for. We’re here for you whenever you need us!.
2024-09-12 19:29:10,Info for JDubs,JDubs,US,Verified,Every time I have questions,5.0,2024-08-09T12:25:13.000Z,"Every time I have questions, they are answered in a timely manner.",09 August 2024,Reply from By Winona,2024-08-10T12:08:28.000Z,Thank you for your kind words! We're delighted to hear that your questions are being answered promptly. Our goal is to ensure that you feel supported and informed every step of the way. Thank you for 5 stars!
2024-09-12 19:29:10,Info for Norma Silva,Norma Silva,US,Verified,Not enough support,3.0,2024-08-10T16:38:47.000Z,Not enough support. Vague answers to questions.,09 August 2024,Reply from By Winona,2024-08-12T12:35:10.000Z,"Thanks for your feedback, Norma!We are sorry to have caused you any frustration regarding your care with Winona. We strive to provide clear and helpful answers to all patient inquiries.We appreciate you bringing this to our attention and a member of our Patient Care Team has emailed you for further support."
2024-09-12 19:29:10,Info for Jane Mahle,Jane Mahle,US,Verified,My Hot flashes stopped.,5.0,2024-09-09T15:45:46.000Z,My Hot flashes stopped.,30 August 2024,Reply from By Winona,2024-09-10T08:52:05.000Z,"We appreciate you sharing your experience. We understand that hot flashes can be a challenging symptom, and we're glad to hear that you've found relief."
2024-09-12 19:29:10,Info for Kimberly Parker-Royer,Kimberly Parker-Royer,US,Verified,I feel amazing!,5.0,2024-08-29T13:18:20.000Z,,29 August 2024,Reply from By Winona,2024-08-30T09:21:51.000Z,"We're so glad to hear that you're feeling amazing! Your well-being is our top priority, and it's wonderful to know that the treatment is making such a positive difference for you. Keep enjoying the benefits, and if you ever need anything, we're just a message away!"
2024-09-12 19:29:10,Info for Tosha R,Tosha R,US,Verified,I wish I would have done it sooner.,5.0,2024-08-28T16:15:13.000Z,I wish I would have done it sooner.,28 August 2024,Reply from By Winona,2024-08-29T09:29:46.000Z,"It's great to hear that you're finding relief now! It's a common feeling to wish you'd started sooner when something works to relieve your symptoms. The important thing is that you've taken the step, and it's making a positive difference for you now. Thank you for 5 stars!"
2024-09-12 19:29:10,Info for Beth,Beth,US,Verified,ease of appointment,5.0,2024-08-27T01:33:53.000Z,"ease of appointment,  support",26 August 2024,Reply from By Winona,2024-08-27T09:58:02.000Z,Thank you for your kind words. We're glad to hear you had a positive experience with our appointment process and support team.Thank you for 5 stars!
2024-09-12 19:29:10,Info for Geri Fleischhacker,Geri Fleischhacker,US,Verified,The stuff really works,5.0,2024-08-13T22:33:13.000Z,The stuff really works. It helped me with hot my flashes.I could sleep at night.,06 August 2024,Reply from By Winona,2024-08-14T10:47:16.000Z,"We’re so glad to hear that the treatment is working for you! It’s great to know that it’s helping with your hot flashes and allowing you to sleep better at night. Quality sleep makes such a big difference, and we’re happy to be a part of that positive change for you. Thank you for sharing your experience Geri!"
2024-09-12 19:29:10,Info for Annette,Annette,US,Verified,Happy with the doctors and followup,5.0,2024-08-23T00:56:15.000Z,I believe the products work and I appreciate the communications and individualized care.,15 August 2024,Reply from By Winona,2024-08-23T12:43:23.000Z,"Thank you so much for the 5 stars, Annette!Each woman will have a very different menopause journey, and each one deserves to have HRT that will address her specific symptoms. We are happy to know that you are finding your specific treatment plan effective and that you appreciate the personalized care you have received!"
2024-09-12 19:29:10,Info for Katie Schow,Katie Schow,US,Verified,Easy to get a hold of,5.0,2024-08-26T20:46:46.000Z,"Easy to get a hold of, and great products!",18 August 2024,Reply from By Winona,2024-08-27T09:40:32.000Z,We're so glad to hear you found it easy to connect with us and that you're happy with our products!  Your 5-star review means a lot to us.
2024-09-12 19:29:10,Info for Jeaninne T,Jeaninne T,US,Verified,Great product and awesome people.,5.0,2024-08-16T02:16:22.000Z,,08 August 2024,Reply from By Winona,2024-08-16T10:59:42.000Z,We appreciate your kind words Jeaninne! We're thrilled you enjoyed the product and had a positive experience with our team.
2024-09-12 19:29:10,Info for Tammy,Tammy,US,Verified,Would like to talk to my Dr about the…,4.0,2024-08-17T23:29:39.000Z,Would like to talk to my Dr about the weight gain.,25 July 2024,Reply from By Winona,2024-08-19T12:21:54.000Z,"Easy and fast communication with your Winona doctor is just one of the perks of using Winona, Tammy!You can message your doctor via your Patient Portal at any time here:  https://app.bywinona.com/messageHormone imbalances can often contribute to weight gain during this stage of life and HRT) can help to balance your hormones.We also have some informative articles in our Medical Journal that can provide more context on the changes you are experiencing here : https://bywinona.com/journalA member of our Patient Care Team has emailed you for further support!"
2024-09-12 19:29:10,Info for Md Ariful,Md Ariful,US,,Nice 👍 very much for all,5.0,2024-08-30T23:02:21.000Z,Nice 👍 very much for all,31 August 2024,Reply from By Winona,2024-09-02T17:47:26.000Z,Thank you for the thumbs up! We all work hard to make your experience a great one!
2024-09-12 19:29:10,Info for Shelly Parmentier-pierquet,Shelly Parmentier-pierquet,US,Verified,Life changer,5.0,2024-08-14T16:30:35.000Z,Life changer! Hot flashes gone! Sleep like a baby!,19 June 2024,Reply from By Winona,2024-08-15T09:45:43.000Z,Thank you for sharing your positive experience Shelly. We're thrilled to hear that our product has made such a positive impact on your life.Thank you for 5 stars!
2024-09-12 19:29:10,Info for Sara,Sara,US,Verified,Easy to use,5.0,2024-08-11T02:49:35.000Z,"Easy to use, knowledgeable, responsive doctors.",03 August 2024,Reply from By Winona,2024-08-12T09:20:32.000Z,Thank you for sharing your experience! We're glad to hear that you've found our platform easy to use and that our doctors have been both knowledgeable and responsive. We strive to make your journey as smooth and supportive as possible. Thank you for 5 stars!
2024-09-12 19:29:10,Info for Anita,Anita,US,Verified,"It was easy to start.  However once problems arise with your symptoms, I feel the doctor was not super helpful.",3.0,2024-08-25T23:50:34.000Z,It was easy to start,18 August 2024,Reply from By Winona,2024-08-26T12:32:39.000Z,"Thanks so much for your feedback, Anita!We are glad to hear that you found the onboarding process easy, but are disheartened that you don't feel your Winona doctor was helpful at addressing any concerns that you have. Their goal is to always provide continuous support and help you find the correct treatment plan for your unique symptoms. One of the perks of using Winona is that your treatment plan can be adjusted at any time if you are experiencing problems. We are always happy to assist you!A member of our Patient Care Team has emailed you for further support."
2024-09-12 19:29:10,Info for Kelly,Kelly,US,Verified,Fast and easy,5.0,2024-08-28T16:22:29.000Z,,27 August 2024,Reply from By Winona,2024-08-29T09:30:54.000Z,Quick and simple—that's what we aim for! We're glad you found the process fast and easy. Thank you for sharing!
2024-09-12 19:29:10,Info for P S,P S,US,Verified,So convenient!,5.0,2024-08-16T21:28:42.000Z,So convenient!,08 August 2024,Reply from By Winona,2024-08-18T11:31:01.000Z,We’re so glad you find it convenient! Making your experience as smooth and easy as possible is what we’re all about. Thanks for sharing and thank you for 5 stars!
2024-09-12 19:29:11,Info for Ileanexis,Ileanexis,US,,Love love love Winona,5.0,2024-08-08T15:29:18.000Z,"Love love love Winona. I was hesitant to begin my journey with Winona because I wasn't sure about the side affects I would experience, but so far 6 months into the treatment and I have no negative side affects. I felt a little bloating the first couple of weeks but my doctor and I worked out the schedule and my dosage and it resolved itself. I feel like myself again. The energy, my skin, my sleeping, my drive what a huge difference Winona has made. I have recommended Winona to friends and family with 100% enthusiasm.My doctor is always there ready to answer my questions. The best part, I don't have to leave my home and wait in a doctor's office.Everything is done from the comfort of your home.",08 August 2024,Reply from By Winona,2024-08-09T12:29:18.000Z,"We love, love, love your review, lleanexis!We understand it can be a little bit scary or daunting to start HRT through an online platform, but our process is the same you would have at a doctor's office, except it's quicker, easier, and more convenient for your schedule!  Most women do not have any side effects at all, and if they do, it is usually only in the beginning weeks of treatment. It's encouraging to hear that you've been able to manage the initial side effects effectively with the support of your Winona doctor. Your enthusiasm for recommending Winona to friends and family is also truly appreciated!And did you know we have a referral program?When you refer a friend and they successfully place an order, Winona will credit their account with $50, and you will receive $25.To access your referral code, kindly visit this link: https://app.bywinona.com/referral. It's a win-win for both of you!We're  thrilled that you've found relief with Winona and we are proud to support you!"
2024-09-12 19:29:11,Info for Jane,Jane,MX,Verified,Great service and doctor,5.0,2024-08-07T22:24:40.000Z,Great customer service and a doctor who really listens to you.,31 July 2024,Reply from By Winona,2024-08-08T11:16:27.000Z,"We’re excited to hear that you’ve had such a positive experience with our customer service and your doctor. It’s so important to us that you feel heard and supported, and it’s wonderful to know that our team has met your needs. Your satisfaction is our top priority, and we're here to keep providing the care and attention you deserve!"
2024-09-12 19:29:11,Info for Stacey,Stacey,US,Verified,Process & response time impressive,5.0,2024-08-07T19:28:56.000Z,The entire process has been easy from the beginning. My prescription needed to be adjusted and the Dr's quick response time was impressive.,06 August 2024,Reply from By Winona,2024-08-08T11:11:54.000Z,"We're so glad to hear that your experience has been smooth right from the start! It’s especially reassuring to know that when your prescription needed an adjustment, our doctors were quick to respond. We strive to make the process as easy and responsive as possible, so it’s wonderful to know that we met your expectations. Thank you for sharing your experience Stacey!"
2024-09-12 19:29:11,Info for Brandi,Brandi,US,Verified,Response is almost immediate and…,5.0,2024-08-07T18:11:21.000Z,"Response is almost immediate and helpfulProducts work! The educational articles and videos, plus additional Facebook member support are fantastic",30 July 2024,Reply from By Winona,2024-08-08T11:06:19.000Z,"Thank you for your wonderful feedback Brandi! We're delighted to hear that you’ve found our response times quick and our products effective. Our goal is to provide not only top-quality products but also the resources and community support you need to navigate this journey confidently. We’re glad to know that our educational content and the Facebook support group have been valuable to you. Your satisfaction means the world to us, and we’re here to continue supporting you every step of the way! 🌟"
2024-09-12 19:29:11,Info for HeatherL,HeatherL,US,Verified,Great experience thus far with great results,5.0,2024-08-07T14:35:55.000Z,"My dedicated doctor is very receptive and easy to coordinate with via text. We discussed recent medical updates as well as how well my formulated Rx is working for my symptoms. Being on the younger side, I was never made to feel ""these aren't for you, you can't be ready, etc,"" rather, it was a very welcoming procedure that made me feel validated. Thank you to the Winona team!",07 August 2024,Reply from By Winona,2024-08-08T10:59:30.000Z,"Thank you so much for sharing your experience Heather! We’re so happy to hear that your doctor made you feel supported and validated throughout your journey. At Winona, we believe that every woman's experience with menopause is unique, and we’re committed to providing personalized care that meets you where you are. Your kind words about our team reinforce our mission to offer compassionate, accessible, and effective solutions for every stage of this journey. We’re here for you every step of the way!"
2024-09-12 19:29:11,Info for Deborah,Deborah,US,Verified,So far my experience has been very…,5.0,2024-08-07T11:56:59.000Z,"So far my experience has been very good. The process of getting approved for the hrt meds was easy, and the results are starting to show. I’m not waking up from night sweating and having hot flashes anymore. And a few other menopause symptoms have improved too. Haven’t seen any weight loss yet, but I’m hopeful that will happen soon. Overall I’m feeling pretty great!",31 July 2024,Reply from By Winona,2024-08-07T12:34:45.000Z,"We are so happy to hear that your experience with Winona has been good so far, Deborah, and we are hopeful that it will continue to be good!We're thrilled to hear that you've found relief from night sweats and hot flashes, and that other menopause symptoms have improved. We understand that weight loss can be a complicated journey based on many factors, but we encourage you to keep going and focus on the positives while you work towards your goals.We're here to support you on your path to feeling your best!"
2024-09-12 19:29:11,Info for Kwright Wright,Kwright Wright,US,Verified,easy to use and felt like my doctor…,5.0,2024-08-07T04:51:34.000Z,easy to use and felt like my doctor gave me good info and the medication i was prescribed helped!,27 July 2024,Reply from By Winona,2024-08-07T12:29:13.000Z,"We're so glad to hear that your HRT treatment plan is helping you feel better, Kwright Wright!Our doctors are experts in the care of women going through the menopause transition, and they always strive to provide you the most up to date information and support that you deserve!We appreciate your 5 stars and are fully committed to providing excellent care to you and all of our patients!"
2024-09-12 19:29:11,Info for Kimberly James,Kimberly James,US,Verified,Flawless,5.0,2024-08-07T04:23:24.000Z,Flawless.  The communication is unreal and staff is eager to help and knowledgeable.,01 May 2024,Reply from By Winona,2024-08-07T10:24:35.000Z,"Wow, thanks for the awesome shout-out, Kimberly!  We’re thrilled to hear that our team’s communication and expertise have hit the mark. We love making sure you’re taken care of and that you’re having a great experience with us.Here’s to feeling fantastic and having a smooth journey with Winona. Thanks for being such a great part of our community!"
2024-09-12 19:29:11,Info for stacy gessert,stacy gessert,US,Verified,Sleeping,5.0,2024-08-06T20:49:59.000Z,"So there was a post office glitch with my original order. As soon as I notified customer service it was resolved and I had my order in 3 days!!!  So far, it’s only been a week but I finally so much better. Sleep is back and I feel like I might be able to get on an actual sleep schedule. I also have a brain again in the first half of the day.",06 August 2024,Reply from By Winona,2024-08-07T10:21:55.000Z,"Thank you for sharing your experience with us Stacy! We're delighted to hear that despite the initial post office glitch, our customer service team was able to quickly resolve the issue and get your order to you in just three days.It's fantastic to know that even after only a week, you're already feeling so much better. Improved sleep and mental clarity can make such a difference, and we're thrilled that you're starting to see these benefits.Your feedback motivates us to keep providing the best service and care possible.Thank you for 5 stars!"
2024-09-12 19:29:11,Info for Angie  Lena ,Angie  Lena,US,,Winona has been a lifesaver,5.0,2024-08-06T19:40:11.000Z,Winona has made it so much easier to go thru perimenopsause as a better human. My previous gynecologist acted like this chapter in women's lives didn't exist and didn't care to listen to my symptoms or help me with my issues.Winona has kept me sane.,06 August 2024,Reply from By Winona,2024-08-07T10:19:16.000Z,"Thank you for sharing your heartfelt experience with us Angie. We're overjoyed to hear that Winona has made your journey through perimenopause more manageable and helped you feel like a better version of yourself. It’s disheartening to hear that your previous gynecologist didn’t acknowledge or address your concerns, but we’re so glad you found the support you needed with us. Listening to and addressing our patients’ symptoms is at the heart of what we do, and your story is a testament to the care and attention we strive to provide.Knowing that we've helped keep you sane and supported during this chapter of your life means the world to us. Thank you for the 5 stars!"
2024-09-12 19:29:11,Info for Carmen Jimenez-Jinkus,Carmen Jimenez-Jinkus,US,Verified,I noticed quite a few bothersome…,5.0,2024-08-06T19:08:09.000Z,"I noticed quite a few bothersome symptoms disappearing or getting much better including brain fog, energy level as well as physical symptoms including vaginal dryness, body composition changes and skin changes. I definitely plan to continue with this wonderful hormone supplementation.",03 August 2024,Reply from By Winona,2024-08-07T10:17:08.000Z,Thank you for sharing your wonderful feedback with us Carmen! We're happy to hear that so many of your symptoms have improved.It's gratifying to know that our hormone supplementation has had such a positive impact on your well-being. Your commitment to your health and willingness to continue with our program is truly inspiring.We're honored to support you on this journey and look forward to continuing to help you feel your best. Thank you for choosing Winona and for your trust in our care.
2024-09-12 19:29:11,Info for Lora Riggs,Lora Riggs,US,,I never really used it,1.0,2024-08-06T18:20:19.000Z,"I never really used it. Decided to go to OBGYN. Nothing personal, just felt like the right option for me.",04 February 2024,Reply from By Winona,2024-08-07T12:25:32.000Z,"We are sorry, Lora, that you did not wish to continue with Winona.We pride ourselves on providing service worthy of 5 stars to our patients, and we are saddened that you did not allow us the opportunity to assist you. We understand that some women may be more comfortable with an in-person provider, but your account will remain accessible to you if you wish to give Winona a try. We wish you the best!"
2024-09-12 19:29:11,Info for Kathy,Kathy,US,,Gave me my life back!,5.0,2024-08-07T12:25:07.000Z,I am very thankful for the treatment I have received as my symptoms are so much better and I feel myself again. Easy delivery and my dr. is around when I need him. I am 58 and have been on it for 6 months now. Couldn’t be happier!,05 August 2024,Reply from By Winona,2024-08-07T12:21:09.000Z,"We apologize for any confusion regarding the age limit, Kathy!We will not discontinue your treatment once you turn 60 years of age!If women want to START hormone replacement therapy, it is recommended that they start before age 60 and within 10 years of menopause.As long as you are doing OK and following the instructions of your Winona doctor, you can continue as long as needed!We are thrilled that your symptoms are resolving and that you feeling more like yourself again!You did not list an email address here, so can you please contact our Patient Services team at hello@bywinona.comWe would like to provide you further support and clarification!"
2024-09-12 19:29:11,Info for M. F. ,M. F.,US,,"My doctor dismissed me, Winona saved me",5.0,2024-08-06T17:36:05.000Z,"My doctor told me I just have to live with my symptoms, I was miserable. I found Winona and I was actually listened to and after a month on the hormones I felt like me again! I have so much energy, getting good sleep and having great sex again! Plus my aches and pains, brain fog and headaches have all cleared away! Thank you Winona",01 February 2024,Reply from By Winona,2024-08-07T10:13:17.000Z,"Thank you so much for sharing your incredible journey with us! We are beyond thrilled to hear how much better you’re feeling since starting treatment with us. Your story is truly inspiring, and we want to celebrate you for not taking no for an answer and advocating for your own health.It's heartwarming to know that you finally feel listened to and that you’ve found relief from your symptoms. Your renewed energy, better sleep, and improved overall well-being are exactly what we strive for with every patient. We’re honored to be a part of your journey and to see you thriving.Thank you for trusting us and for being a part of the Winona family. We look forward to continuing to support you in every way we can."
2024-09-12 19:29:11,Info for RAMONA PARKER,RAMONA PARKER,US,Verified,Great customer service,5.0,2024-08-06T12:18:49.000Z,"Great customer service with timely, professional response time. Winona has quality products that WORK.",29 July 2024,Reply from By Winona,2024-08-06T12:24:19.000Z,"We are so glad to hear that you are happy with the quality of our HRT and the care you've received, Ramona!We are committed to providing our patients with the best possible experience. Thank you for the 5-star review!"
2024-09-12 19:29:11,Info for Kimberly,Kimberly,US,Verified,Within the first month of using Winona,5.0,2024-08-06T05:36:10.000Z,"Within the first month of using Winona, my hot flashes completely disappeared!",04 August 2024,Reply from By Winona,2024-08-06T09:49:13.000Z,"We’re absolutely thrilled to hear that your hot flashes have completely disappeared within just the first month of using Winona. It’s incredibly rewarding to know that our solution has had such a positive and immediate impact on your well-being.Your satisfaction and health are our top priorities, and we’re so glad to have been able to help alleviate such a challenging symptom for you.Thank you for 5 stars!"
2024-09-12 19:29:11,Info for CJ,CJ,US,Verified,Quick & Easy!,5.0,2024-08-06T00:33:01.000Z,Quick response & addressed all my concerns.  Updated my prescription right away!,05 August 2024,Reply from By Winona,2024-08-06T09:48:07.000Z,"We appreciate your feedback CJ, the transition into menopause can be difficult so we strive to make this process as seamless as possible. We are happy to hear that we were able to address your concerns promptly.  Thank you for trusting us with your healthcare needs and thank you for 5 stars."
2024-09-12 19:29:11,Info for Lindsey,Lindsey,US,Verified,Don't hesitate!,5.0,2024-08-05T18:34:34.000Z,Such a blessing to find this team of doctors and this community of women! The on boarding process was a breeze and I quickly found relief from several of my annoying symptoms. So far it's been very easy to communicate with my doctor and navigate my subscription. I'm just mad I didn't try this sooner!,05 August 2024,Reply from By Winona,2024-08-06T09:36:04.000Z,"Thank you so much for your feedback, Lindsey! We are glad to hear that you are experiencing relief from your menopause symptoms and even happier to be a part of the solution!We completely understand the feeling of wishing you had started sooner, but we’re so glad that you’ve found us now and are experiencing positive changes. We’re here for you and committed to making your experience as wonderful as possible. Thank you for the 5 stars!"
2024-09-12 19:29:11,Info for Kerri,Kerri,US,Verified,I finally am starting to feel myself…,5.0,2024-08-05T16:09:10.000Z,I finally am starting to feel myself again. Better weight management and improved mood.,05 August 2024,Reply from By Winona,2024-08-06T09:29:40.000Z,"Thank you for sharing your experience with us Kerri! We’re thrilled to hear that you’re starting to feel like yourself again and that you’ve noticed improvements in weight management and mood. Your well-being is our top priority, and it’s wonderful to know that our solution is making a positive impact on your life.Thank you for the 5 stars!"
2024-09-12 19:29:11,Info for Chris,Chris,US,Verified,Finally a no hastle approach…,5.0,2024-08-05T13:02:22.000Z,"Finally a no hastle approach toward menopausal health! After doing my own research and feeling like HRT was a good fit, I found Winona and decided this was the one to try. The transdermal cream works best for my body. Had to experiment the first 4-6 months with how much to use and now after a year feel dialed in and extremely good!",05 August 2024,Reply from By Winona,2024-08-06T09:23:55.000Z,"Thank you so much for taking the time to share your experience with us! We’re overjoyed to hear that our transdermal cream has been such a positive addition to your health journey. It’s wonderful to know that you’ve found the right balance after your initial experimentation and that you’re now feeling dialed in and thriving.We understand that finding the right approach to menopausal health can be challenging, and we’re grateful that you chose Winona. Your satisfaction and well-being mean the world to us, and your feedback reaffirms our commitment to providing effective, personalized solutions. Thank you for being a part of the Winona family!"
2024-09-12 19:29:12,Info for Michelle F,Michelle F,US,Verified,Totally recommend,5.0,2024-08-05T02:18:30.000Z,"Easy to communicate with physician and product’s work. My joint paint, sleep and hot flashes are significantly better!",28 July 2024,Reply from By Winona,2024-08-05T12:43:16.000Z,"We believe it should always be easy to get help for your menopause symptoms, Michelle!No woman should have to suffer needlessly through her menopause transition. We appreciate your feedback and are happy that you're seeing improvements in your joint pain, sleep, and hot flashes!"
2024-09-12 19:29:12,Info for Kimberly,Kimberly,US,Verified,The prescription worked exactly as it…,5.0,2024-08-05T00:16:26.000Z,The prescription worked exactly as it was advertised. I feel much better now.,21 July 2024,Reply from By Winona,2024-08-05T12:47:14.000Z,"We stand behind our products as being highly-effective, high-quality, safe, and affordable, Kimberly!We're so glad to hear that your prescribed HRT is working well for you and that you're feeling better.  Thank you for sharing your positive experience!"
2024-09-12 19:29:12,Info for Catherine Galinovsky,Catherine Galinovsky,US,Verified,I’m very optimistic,5.0,2024-08-04T18:00:15.000Z,"Easy purchase.  Fast delivery.  Easy to use.  Feels like there is a difference already, but I will know for sure after the 3 month window.  That’s the best way to truly know.  I’m VERY optimistic!! Thank you.",03 August 2024,Reply from By Winona,2024-08-05T12:51:45.000Z,"Many women will start to notice some symptom relief within the first couple of weeks after starting treatment, Catherine, but we do encourage women to give it 3 months to see the best results. A perk of customized treatment, though, is that it can be adjusted at any time to address any lingering symptoms.We're glad you found the purchase and delivery process easy, and that you're already noticing a difference!Thank you for sharing your feedback!"
2024-09-12 19:29:12,Info for Michelle Barger,Michelle Barger,US,Verified,Such a relief!,5.0,2024-08-04T17:13:05.000Z,"The relief I found through Winona is incredible. After a decade of suffering with symptoms, I realized women don't get a trophy for the suckiest life and looked for a fix. Winona provided it. The doctors are quick and caring, and the cream has been a gift. No more mood swings and sleepless nights!",04 August 2024,Reply from By Winona,2024-08-05T12:57:03.000Z,"You are absolutely correct, Michelle!There is no reward for suffering through the menopause transition, and no woman should have to endure debilitating symptoms.It is incredibly rewarding for us to know that we have been able to help you after a decade of struggling with your symptoms. We are committed to providing safe and effective HRT and ongoing support to all our patients!"
2024-09-12 19:29:12,Info for Claudia,Claudia,US,Verified,I was very impressed with the ease to…,5.0,2024-08-04T13:48:10.000Z,I was very impressed with the ease to communicate with the doctor.  I was dropped from the program and they were nice enough to send me a Starbucks gift certificate.  I’d definitely use their services again.,28 July 2024,Reply from By Winona,2024-08-05T13:02:37.000Z,"We take your health and safety very seriously, Claudia, and our Winona doctors will be honest with you regarding your eligibility for HRT. If an in person provider will be a better fit, then our Winona doctors will let you know that :)Even though we cannot provide you a treatment plan, we are still invested in your health and want you to feel better. We thank you for your understanding!We appreciate your kind words and are glad you found our communication process easy. We're also happy to hear you were pleased with the way we handled your situation. We strive to provide excellent customer service and are delighted that you would consider using our services again."
2024-09-12 19:29:12,Info for Logan and Lisa West,Logan and Lisa West,US,Verified,Using Winona has allowed me to feel…like myself again.,5.0,2024-08-04T13:18:38.000Z,"Using Winona has allowed me to feel like my old self again. I have been dealing with symptoms for years feeling worse and worse with no relief. After starting the 50/50 cream my symptoms started to improve. My joints felt better, my skin was soft again, my hair looked normal, and almost zero hot flashes.",04 August 2024,Reply from By Winona,2024-08-05T13:05:57.000Z,"We are so happy to hear that Winona has helped you feel like your old self again, Lisa!You deserve to live your life without the pain and discomfort of menopause symptoms!We are committed to providing high quality HRT that helps women look and feel their best, and your experience is a testament to that commitment.Thank you for the 5 stars!"
2024-09-12 19:29:12,Info for Jennifer Chrzanowski,Jennifer Chrzanowski,US,Verified,Worth Every Penny,5.0,2024-08-04T05:59:41.000Z,"Winona customer service is top notch. The doctors are responsive and helpful. I am on the estrogen/progesterone cream and the DHEA, and I feel like a whole new person!",01 August 2024,Reply from By Winona,2024-08-05T13:06:51.000Z,"We are so happy to hear that you are feeling like a whole new person, Jennifer!We strive to provide our customers with the best possible care and support, and we are thrilled that you have had such a positive experience with our doctors and our patient care team.  Thank you for sharing your experience with us!"
2024-09-12 19:29:12,Info for Lakeesha Deloatch,Lakeesha Deloatch,US,Verified,Im 3 weeks in and feel great!!!,5.0,2024-08-03T18:18:09.000Z,Im 3 weeks in and feel great!!!! Still having a fee hot flashes but they are not as bad.,27 July 2024,Reply from By Winona,2024-08-05T13:08:00.000Z,"We're so glad to hear you're feeling great after only three weeks, Lakeesha!We are confident that your hot flashes will soon be a distant memory.We understand that this can be a challenging time, and we're here to support you through it!"
2024-09-12 19:29:12,Info for Penny,Penny,US,Verified,Pretty good at getting back time when I…,4.0,2024-08-03T17:28:42.000Z,Pretty good at getting back time when I have questions,26 July 2024,Reply from By Winona,2024-08-05T13:10:30.000Z,"We appreciate your positive feedback, Penny, and are glad you found our response time helpful.We know that your time is valuable, so our Patient Care Team tries to respond to your questions within minutes, and our Winona doctors always try to respond within 24 hours. We are here to support you and thank you for your kind words!"
2024-09-12 19:29:12,Info for Melisa,Melisa,US,Verified,I am getting great relief myself,5.0,2024-08-03T16:39:08.000Z,"I am getting great relief myself. I am on week 11 and the hot flashes are gone!!! My skin is looking better and with a good clean diet, the weight is coming off. Don't give up, stick with it. ❤️",26 July 2024,Reply from By Winona,2024-08-05T13:12:49.000Z,"We could not have said it better, Melisa!We don't want women to give up or accept debilitating symptoms as a normal part of the menopause transition.HRT is not a miracle, and we still have to do our part, but it can help you to feel and look your best during your menopause journey. Thank you so much for the 5 stars!"
2024-09-12 19:29:12,Info for Christina,Christina,US,Verified,I am feeling better,5.0,2024-08-03T15:37:30.000Z,"I am feeling better, and the team is very responsive to questions and concerns.",02 August 2024,Reply from By Winona,2024-08-05T13:13:39.000Z,"We're so glad to hear that you're feeling better and that our team has been helpful to you, Christina!We are only happy if you are happy.We appreciate your feedback and are committed to providing you excellent support."
